sport,event,year,athlete_id,country_id,medal
Swimming,Swimming Women's 50 metres Freestyle,2016,11954,136,
Swimming,Swimming Women's 100 metres Freestyle,2016,11954,136,
Gymnastics,Gymnastics Women's Individual All-Around,2016,11978,34,
Gymnastics,Gymnastics Women's Team All-Around,2016,11978,34,
Gymnastics,Gymnastics Women's Floor Exercise,2016,11978,34,
Gymnastics,Gymnastics Women's Horse Vault,2016,11978,34,
Gymnastics,Gymnastics Women's Uneven Bars,2016,11978,34,
Gymnastics,Gymnastics Women's Balance Beam,2016,11978,34,
Track and Field,Men's 100 metres,2016,12086,93,
Track and Field,Men's 200 metres,2016,12086,93,
Track and Field,Men's 4 x 100 metres Relay,2016,12086,93,Gold
Track and Field,"Men's 1,500 metres",2016,12164,195,
Swimming,Swimming Men's 200 metres Individual Medley,2016,12225,110,
Track and Field,Women's Pole Vault,2016,12233,73,
Track and Field,Men's 100 metres,2016,12244,187,
Track and Field,Men's 4 x 100 metres Relay,2016,12244,187,
Swimming,Swimming Men's 100 metres Breaststroke,2016,12305,34,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016,12305,34,
Track and Field,Women's 100 metres,2016,12378,96,
Track and Field,Women's 200 metres,2016,12378,96,
Track and Field,Women's 4 x 100 metres Relay,2016,12378,96,
Swimming,Swimming Women's 50 metres Freestyle,2016,12399,53,Gold
Swimming,Swimming Women's 100 metres Freestyle,2016,12399,53,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016,12399,53,
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016,12399,53,Bronze
Track and Field,"Women's 1,500 metres",2016,12410,11,
Track and Field,Men's 50 kilometres Walk,2016,12435,146,
Track and Field,Women's 800 metres,2016,12486,151,
Track and Field,"Women's 3,000 metres Steeplechase",2016,12487,151,
Swimming,Swimming Men's 50 metres Freestyle,2016,12516,92,
Track and Field,Men's 100 metres,2016,12558,130,
Track and Field,Men's 200 metres,2016,12558,130,
Track and Field,Men's 4 x 100 metres Relay,2016,12558,130,
Track and Field,Women's 400 metres Hurdles,2016,12599,11,
Track and Field,Men's 200 metres,2016,12646,193,
Track and Field,Women's Shot Put,2016,12662,130,
Swimming,Swimming Women's 200 metres Freestyle,2016,12747,110,
Swimming,Swimming Women's 100 metres Breaststroke,2016,12808,11,
Swimming,Swimming Women's 200 metres Breaststroke,2016,12808,11,
Swimming,Swimming Men's 100 metres Freestyle,2016,12846,84,
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016,12846,84,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016,12846,84,
Track and Field,Women's 400 metres,2016,12909,173,
Track and Field,Men's 800 metres,2016,12925,11,
Track and Field,Women's 200 metres,2016,12972,19,
Track and Field,Men's 100 metres,2016,13029,93,Gold
Track and Field,Men's 200 metres,2016,13029,93,Gold
Track and Field,Men's 4 x 100 metres Relay,2016,13029,93,Gold
Track and Field,Men's Triple Jump,2016,13130,18,
Track and Field,Men's High Jump,2016,13131,193,Bronze
Track and Field,Men's 400 metres,2016,13173,130,
Track and Field,Men's 4 x 100 metres Relay,2016,13173,130,
Track and Field,Men's 20 kilometres Walk,2016,13182,26,
Track and Field,Men's 50 kilometres Walk,2016,13182,26,
Track and Field,"Women's 1,500 metres",2016,13183,159,
Track and Field,Women's 20 kilometres Walk,2016,13213,57,
Track and Field,Women's 4 x 400 metres Relay,2016,13240,50,
Swimming,Swimming Women's 100 metres Freestyle,2016,13251,67,
Swimming,Swimming Women's 200 metres Freestyle,2016,13251,67,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016,13251,67,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016,13251,67,
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016,13251,67,
Track and Field,"Men's 3,000 metres Steeplechase",2016,13379,195,
Track and Field,Women's Shot Put,2016,13437,187,
Track and Field,Men's Hammer Throw,2016,13445,18,
Track and Field,Men's Long Jump,2016,13496,18,
Track and Field,Men's 4 x 400 metres Relay,2016,13541,19,
Track and Field,Men's 200 metres,2016,13543,19,
Track and Field,Men's 400 metres,2016,13543,19,
Track and Field,Men's 4 x 400 metres Relay,2016,13543,19,
Track and Field,Men's 400 metres,2016,13544,19,
Track and Field,Men's 4 x 400 metres Relay,2016,13544,19,
Track and Field,Women's 200 metres,2016,13545,19,
Track and Field,Women's Javelin Throw,2016,13549,195,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016,13716,170,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016,13716,170,
Track and Field,Women's Pole Vault,2016,13754,67,
Track and Field,Men's 800 metres,2016,13770,67,
Swimming,Swimming Women's 100 metres Breaststroke,2016,13791,70,
Track and Field,Men's 20 kilometres Walk,2016,13805,73,
Track and Field,Women's 400 metres,2016,13855,25,
Swimming,Swimming Women's 100 metres Backstroke,2016,13923,34,
Swimming,Swimming Women's 200 metres Backstroke,2016,13923,34,
Track and Field,"Men's 3,000 metres Steeplechase",2016,13947,3,
Track and Field,Women's 100 metres,2016,13981,44,
Gymnastics,Gymnastics Women's Individual All-Around,2016,13985,3,
Gymnastics,Gymnastics Women's Floor Exercise,2016,13985,3,
Gymnastics,Gymnastics Women's Uneven Bars,2016,13985,3,
Gymnastics,Gymnastics Women's Balance Beam,2016,13985,3,
Track and Field,Women's Marathon,2016,14022,125,
Track and Field,"Men's 5,000 metres",2016,14077,125,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016,14105,67,
Gymnastics,Gymnastics Men's Individual All-Around,2016,14119,3,
Gymnastics,Gymnastics Men's Floor Exercise,2016,14119,3,
Gymnastics,Gymnastics Men's Parallel Bars,2016,14119,3,
Gymnastics,Gymnastics Men's Horizontal Bar,2016,14119,3,
Gymnastics,Gymnastics Men's Rings,2016,14119,3,
Gymnastics,Gymnastics Men's Pommelled Horse,2016,14119,3,
Track and Field,Men's Decathlon,2016,14143,3,
Swimming,Swimming Men's 50 metres Freestyle,2016,14159,67,
Swimming,Swimming Men's 50 metres Freestyle,2016,14227,187,
Track and Field,Women's 100 metres,2016,14266,195,Silver
Track and Field,Women's 200 metres,2016,14266,195,Bronze
Track and Field,Women's 4 x 100 metres Relay,2016,14266,195,Gold
Track and Field,Men's 50 kilometres Walk,2016,14316,90,
Track and Field,Women's Pole Vault,2016,14325,11,
Gymnastics,Gymnastics Women's Team All-Around,2016,14359,67,
Gymnastics,Gymnastics Women's Floor Exercise,2016,14359,67,
Gymnastics,Gymnastics Women's Balance Beam,2016,14359,67,
Swimming,Swimming Women's 400 metres Freestyle,2016,14373,131,
Swimming,Swimming Women's 800 metres Freestyle,2016,14373,131,
Track and Field,Men's 100 metres,2016,14489,195,
Gymnastics,Gymnastics Men's Individual All-Around,2016,14547,179,
Gymnastics,Gymnastics Men's Team All-Around,2016,14547,179,
Gymnastics,Gymnastics Men's Floor Exercise,2016,14547,179,
Gymnastics,Gymnastics Men's Parallel Bars,2016,14547,179,
Gymnastics,Gymnastics Men's Horizontal Bar,2016,14547,179,
Gymnastics,Gymnastics Men's Rings,2016,14547,179,
Gymnastics,Gymnastics Men's Pommelled Horse,2016,14547,179,
Track and Field,Men's 50 kilometres Walk,2016,14599,77,
Swimming,Swimming Men's 400 metres Freestyle,2016,14645,12,
Swimming,Swimming Women's 50 metres Freestyle,2016,14666,71,
Track and Field,"Men's 1,500 metres",2016,14687,34,
Track and Field,Men's Decathlon,2016,14768,130,
Track and Field,Men's 400 metres,2016,14786,199,
Track and Field,Men's 4 x 400 metres Relay,2016,14786,199,
Track and Field,Men's Pole Vault,2016,14810,26,Gold
Track and Field,Women's 100 metres,2016,14865,11,
Track and Field,Men's 20 kilometres Walk,2016,14908,71,
Track and Field,Men's 200 metres,2016,14940,47,
Track and Field,Men's 400 metres,2016,14940,47,
Gymnastics,Gymnastics Men's Individual All-Around,2016,14983,71,
Gymnastics,Gymnastics Men's Team All-Around,2016,14983,71,
Gymnastics,Gymnastics Men's Floor Exercise,2016,14983,71,
Gymnastics,Gymnastics Men's Parallel Bars,2016,14983,71,
Gymnastics,Gymnastics Men's Horizontal Bar,2016,14983,71,
Gymnastics,Gymnastics Men's Rings,2016,14983,71,
Gymnastics,Gymnastics Men's Pommelled Horse,2016,14983,71,
Gymnastics,Gymnastics Women's Individual All-Around,2016,15000,67,
Gymnastics,Gymnastics Women's Team All-Around,2016,15000,67,
Gymnastics,Gymnastics Women's Floor Exercise,2016,15000,67,
Gymnastics,Gymnastics Women's Uneven Bars,2016,15000,67,
Gymnastics,Gymnastics Women's Balance Beam,2016,15000,67,
Track and Field,Men's Long Jump,2016,15179,170,
Track and Field,Women's Marathon,2016,15192,90,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016,15210,53,
Track and Field,Women's Heptathlon,2016,15299,130,
Track and Field,Men's 100 metres,2016,15325,195,
Track and Field,Men's 4 x 100 metres Relay,2016,15325,195,
Swimming,Swimming Men's 200 metres Butterfly,2016,15326,53,
Gymnastics,Gymnastics Men's Individual All-Around,2016,15374,195,
Gymnastics,Gymnastics Men's Team All-Around,2016,15374,195,
Gymnastics,Gymnastics Men's Floor Exercise,2016,15374,195,
Gymnastics,Gymnastics Men's Parallel Bars,2016,15374,195,
Gymnastics,Gymnastics Men's Horizontal Bar,2016,15374,195,
Gymnastics,Gymnastics Men's Rings,2016,15374,195,
Gymnastics,Gymnastics Men's Pommelled Horse,2016,15374,195,
Track and Field,Men's 100 metres,2016,15460,34,
Track and Field,Men's 200 metres,2016,15460,34,
Track and Field,Men's 4 x 100 metres Relay,2016,15460,34,Bronze
Track and Field,Women's 400 metres,2016,15464,34,
Track and Field,Women's 4 x 400 metres Relay,2016,15464,34,
Track and Field,Men's 400 metres,2016,15488,14,
Track and Field,Men's 4 x 400 metres Relay,2016,15488,14,Bronze
Swimming,Swimming Men's 200 metres Freestyle,2016,15507,170,
Swimming,Swimming Men's 400 metres Freestyle,2016,15507,170,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016,15507,170,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016,15507,170,
Track and Field,Men's 100 metres,2016,15550,15,
Track and Field,"Men's 5,000 metres",2016,15671,34,
Swimming,Swimming Women's 200 metres Freestyle,2016,15710,71,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016,15710,71,
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016,15710,71,
Track and Field,Men's 100 metres,2016,15717,170,
Track and Field,Women's Long Jump,2016,15729,134,
Swimming,Swimming Women's 10 kilometres Open Water,2016,15788,92,Silver
Track and Field,Men's Marathon,2016,15823,8,
Swimming,Swimming Men's 50 metres Freestyle,2016,15885,152,
Track and Field,Women's 200 metres,2016,15932,193,
Track and Field,Women's 4 x 100 metres Relay,2016,15932,193,
Swimming,Swimming Men's 400 metres Freestyle,2016,15944,130,
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2016,15944,130,
Track and Field,Men's 20 kilometres Walk,2016,15950,146,
Swimming,Swimming Women's 200 metres Freestyle,2016,15962,65,
Track and Field,Men's 800 metres,2016,15971,53,
Track and Field,Men's High Jump,2016,15973,166,
Track and Field,Women's 800 metres,2016,16031,179,
Track and Field,Women's Pole Vault,2016,16054,179,
Track and Field,"Women's 1,500 metres",2016,16105,11,
Swimming,Swimming Women's 50 metres Freestyle,2016,16137,101,
Track and Field,Men's 50 kilometres Walk,2016,16167,193,
Track and Field,Men's 110 metres Hurdles,2016,16237,71,
Gymnastics,Gymnastics Women's Team All-Around,2016,16249,71,
Gymnastics,Gymnastics Women's Floor Exercise,2016,16249,71,
Gymnastics,Gymnastics Women's Uneven Bars,2016,16249,71,
Track and Field,Women's Triple Jump,2016,16279,151,
Track and Field,Men's Shot Put,2016,16306,146,
Track and Field,Men's 400 metres Hurdles,2016,16399,19,
Track and Field,Women's 400 metres,2016,16428,73,
Track and Field,"Women's 10,000 metres",2016,16592,63,
Track and Field,Men's 4 x 400 metres Relay,2016,16651,26,
Swimming,Swimming Men's 10 kilometres Open Water,2016,16670,73,
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016,16860,67,
Track and Field,"Men's 1,500 metres",2016,16876,173,
Track and Field,"Men's 5,000 metres",2016,16887,73,
Swimming,Swimming Men's 400 metres Freestyle,2016,16918,36,
Swimming,Swimming Women's 100 metres Backstroke,2016,16926,36,
Track and Field,Men's 400 metres,2016,16940,193,
Swimming,Swimming Women's 100 metres Butterfly,2016,16995,19,
Track and Field,Women's 20 kilometres Walk,2016,17004,146,
Track and Field,Men's 20 kilometres Walk,2016,17049,171,
Track and Field,Women's Discus Throw,2016,17125,50,Bronze
Track and Field,Women's 20 kilometres Walk,2016,17144,147,
Track and Field,"Men's 3,000 metres Steeplechase",2016,17159,195,
Track and Field,Men's 110 metres Hurdles,2016,17161,34,
Swimming,Swimming Women's 400 metres Freestyle,2016,17183,17,
Track and Field,Women's Heptathlon,2016,17215,52,
Track and Field,Men's 200 metres,2016,17236,17,
Track and Field,Men's Marathon,2016,17250,19,
Swimming,Swimming Men's 200 metres Breaststroke,2016,17254,19,
Track and Field,Men's 20 kilometres Walk,2016,17300,40,Silver
Swimming,Swimming Women's 200 metres Backstroke,2016,17415,34,Bronze
Track and Field,Women's Marathon,2016,17470,57,
Track and Field,Men's 4 x 100 metres Relay,2016,17478,187,
Gymnastics,Gymnastics Men's Individual All-Around,2016,17528,42,
Gymnastics,Gymnastics Men's Floor Exercise,2016,17528,42,
Gymnastics,Gymnastics Men's Parallel Bars,2016,17528,42,
Gymnastics,Gymnastics Men's Horizontal Bar,2016,17528,42,
Gymnastics,Gymnastics Men's Rings,2016,17528,42,
Gymnastics,Gymnastics Men's Pommelled Horse,2016,17528,42,
Track and Field,Men's Long Jump,2016,17560,71,
Swimming,Swimming Men's 50 metres Freestyle,2016,17561,78,
Track and Field,Men's 100 metres,2016,17602,94,
Track and Field,Men's 4 x 100 metres Relay,2016,17602,94,Silver
Track and Field,Women's Hammer Throw,2016,17679,195,
Swimming,Swimming Women's 50 metres Freestyle,2016,17684,11,
Swimming,Swimming Women's 100 metres Freestyle,2016,17684,11,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016,17684,11,Gold
Swimming,Swimming Women's 50 metres Freestyle,2016,17687,11,
Swimming,Swimming Women's 100 metres Freestyle,2016,17687,11,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016,17687,11,Gold
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016,17687,11,Silver
Track and Field,"Men's 5,000 metres",2016,17726,93,
Track and Field,Women's 800 metres,2016,17748,93,
Track and Field,Women's 200 metres,2016,17755,93,
Track and Field,Women's 4 x 100 metres Relay,2016,17755,93,Silver
Track and Field,Men's 20 kilometres Walk,2016,17769,67,
Track and Field,Men's 50 kilometres Walk,2016,17800,144,
Track and Field,"Women's 5,000 metres",2016,17836,189,
Track and Field,"Women's 10,000 metres",2016,17836,189,
Track and Field,Men's 20 kilometres Walk,2016,17943,8,
Track and Field,Men's Triple Jump,2016,18000,40,
Swimming,Swimming Women's 400 metres Freestyle,2016,18006,40,
Track and Field,Men's 50 kilometres Walk,2016,18058,92,
Track and Field,Women's 400 metres Hurdles,2016,18127,92,
Track and Field,Women's Discus Throw,2016,18167,195,
Track and Field,Women's 20 kilometres Walk,2016,18197,147,
Swimming,Swimming Women's 400 metres Freestyle,2016,18271,92,
Swimming,Swimming Women's 400 metres Freestyle,2016,18278,73,Silver
Swimming,Swimming Women's 800 metres Freestyle,2016,18278,73,Silver
Swimming,Swimming Men's 100 metres Breaststroke,2016,18411,109,
Swimming,Swimming Men's 200 metres Breaststroke,2016,18411,109,
Swimming,Swimming Women's 100 metres Breaststroke,2016,18511,92,
Track and Field,Men's 4 x 100 metres Relay,2016,18542,50,
Track and Field,Women's 20 kilometres Walk,2016,18562,42,
Track and Field,"Men's 3,000 metres Steeplechase",2016,18575,173,
Track and Field,"Men's 1,500 metres",2016,18610,131,
Track and Field,Men's 110 metres Hurdles,2016,18635,93,
Swimming,Swimming Men's 100 metres Freestyle,2016,18637,187,
Track and Field,Women's Shot Put,2016,18653,195,Gold
Track and Field,"Women's 5,000 metres",2016,18667,19,
Swimming,Swimming Men's 200 metres Individual Medley,2016,18689,147,
Track and Field,"Men's 1,500 metres",2016,18690,67,
Track and Field,Men's 50 kilometres Walk,2016,18699,147,
Track and Field,Men's Marathon,2016,18706,119,
Track and Field,Men's Discus Throw,2016,18741,173,
Track and Field,Women's 4 x 400 metres Relay,2016,18745,50,
Track and Field,"Women's 3,000 metres Steeplechase",2016,18795,8,
Track and Field,Men's Marathon,2016,18890,141,
Swimming,Swimming Women's 100 metres Breaststroke,2016,18930,92,
Swimming,Swimming Women's 4 x 100 metres Medley Relay,2016,18930,92,
Track and Field,Men's Marathon,2016,18936,173,
Track and Field,Women's 100 metres Hurdles,2016,18976,195,Bronze
Track and Field,Women's 20 kilometres Walk,2016,18983,23,
Track and Field,Men's High Jump,2016,19011,148,
Swimming,Swimming Women's 200 metres Freestyle,2016,19021,173,
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,2016,19021,173,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016,19021,173,
Gymnastics,Gymnastics Women's Individual All-Around,2016,19025,39,
Gymnastics,Gymnastics Women's Floor Exercise,2016,19025,39,
Gymnastics,Gymnastics Women's Uneven Bars,2016,19025,39,
Gymnastics,Gymnastics Women's Balance Beam,2016,19025,39,
Track and Field,Men's 400 metres Hurdles,2016,19061,93,
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2016,19123,26,
Track and Field,Men's 400 metres,2016,19255,187,
Track and Field,Men's 4 x 400 metres Relay,2016,19255,187,
Swimming,Swimming Women's 200 metres Freestyle,2016,19273,144,
Track and Field,Women's Marathon,2016,19306,102,
Track and Field,"Men's 1,500 metres",2016,19335,195,Gold
Swimming,"Swimming Men's 1,500 metres Freestyle",2016,19349,24,
Swimming,Swimming Men's 200 metres Breaststroke,2016,19368,26,
Track and Field,Women's High Jump,2016,19406,167,
Track and Field,Women's Marathon,2016,19525,57,
Track and Field,Men's 4 x 400 metres Relay,2016,19528,50,
Swimming,Swimming Men's 100 metres Freestyle,2016,19603,11,Gold
Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,2016,19603,11,Bronze
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2016,19603,11,Bronze
Track and Field,Men's Long Jump,2016,19692,83,
Track and Field,Women's 100 metres,2016,19717,86,
Track and Field,"Men's 10,000 metres",2016,19795,15,
Swimming,Swimming Women's 100 metres Freestyle,2016,19797,183,
Track and Field,Men's 4 x 400 metres Relay,2016,19896,56,
Track and Field,Women's 400 metres Hurdles,2016,19964,34,
Track and Field,Men's High Jump,2016,20039,144,
Track and Field,Women's Marathon,2016,20057,8,
Swimming,Swimming Men's 50 metres Freestyle,2016,20073,83,
Track and Field,Women's 800 metres,2016,20082,97,
Track and Field,"Women's 5,000 metres",2016,20126,192,
Track and Field,"Women's 10,000 metres",2016,20126,192,
Track and Field,"Men's 5,000 metres",2016,20133,195,Silver
Track and Field,Women's Marathon,2016,20135,15,
